id,fullname,shortname,ttl,region,country,practicearea,productline,netcommitment,status,processingtype,approvalfy,closingfy
P122095,Support to Agriculture and Forestry Development Project,SD:Additional finan of existing project,Berhane Manna,Africa,South Sudan,Agriculture and Food,,14.27,Closed,,2011,2013
P123567,Niger Second Emergency Food Security  Support  Project,NE: Second Emergency Food Security Projt,Amadou Ba,Africa,Niger,Agriculture and Food,,15,Closed,,2011,2015
P124773,Weather Index Insurance Trg W Africa,Weather Index Insurance Trg W Africa,Marc Peter Sadler,Africa,Africa,Agriculture and Food,,null,Closed,,2011,
P124768,Weather Index Insurance Trg E Africa,Weather Index Insurance Trg E Africa,Marc Peter Sadler,Africa,Africa,Agriculture and Food,,null,Closed,,2011,
P124354,Uttarakhand Decentralized Watershed Project Additional Financing,IN: Uttarakhand Decentral. Watershed-AF,Edward William Bresnyan,South Asia,India,Agriculture and Food,,7.98,Closed,,2011,
P102329,Rajasthan Rural Livelihoods Project (RRLP),IN: Rajasthan Rural Livelihoods Project,"Adarsh Kumar, Pushina Kunda Ng'andwe",South Asia,India,Agriculture and Food,,162.7,Closed,,2011,2019
P124075,Additional Financing for the Decentralized Rural Development Project,BT: Additional Financing DRDP-AF,Winston Dawes,South Asia,Bhutan,Agriculture and Food,,5,Closed,,2011,
P119140,4th Northwest Mountainous & Forested Areas Development Project (PNO4),TN-4th NW Mount & Forest Area Dev PNO4,Daniel P. Gerber,Middle East And North Africa,Tunisia,Agriculture and Food,,41.6,Closed,,2011,2017
P124429,Strengthening Institutional Capacity for One Health Strategic Planning and Economic Analysis,IDF-ONE HEALTH,Maurizio Guadagni,Europe And Central Asia,Turkey,Agriculture and Food,,0.48,Closed,,2011,2014
P120720,Strengthening Institutional Capacity for Monitoring and Evaluation of Agricultural Policy Instruments - IDF,IDF-M&E of AG POLICY INSTRUMENTS,Maurizio Guadagni,Europe And Central Asia,Belarus,Agriculture and Food,,0.5,Closed,,2011,2015
P121809,Cambodia Agribusiness Access to Finance Project,KH Agribusiness Access to Finance,Paavo Eliste,East Asia And Pacific,Cambodia,Agriculture and Food,,5,Closed,,2011,2014
P121914,CAADP MDTF: NEPAD Planning and Coordinating Agency (NPCA) Child Trust Fund,3A: CAADP MDTF: NPCA Child Trust Fund,"Timothy D Robertson, Bremala Malli",Africa,Africa,Agriculture and Food,,3.5,Closed,,2011,2016
P119081,Post-Harvest Loss Reduction Technologies and Practices for Basic Grains in Sub-Saharan Africa,Post Harvest Losses in AFR,Grahame Dixie,Africa,Africa,Agriculture and Food,,null,Closed,,2011,
P128911,GRDRR-Vietnam DRM Capacity Building,VN-GFDRR DRM Capacity Building,Dzung Huy Nguyen,East Asia And Pacific,Vietnam,Agriculture and Food,,1.5,Closed,,2011,2014
P125076,Cancun Forest Day 4: LE/forest governance and illegal logging,Cancun Forest Day 4: LE/Forest Governanc,Tuukka Castren,Other,World,Agriculture and Food,,null,Closed,,2011,
P124624,Avian Flu Prevention and Early Response Project,CO-Avian Flu Prevention & Early Response,Diego Arias Carballo,Latin America And Caribbean,Colombia,Agriculture and Food,,0.89,Closed,,2011,2011
P124107,Small Farmer Vulnerability Reduction Initiative,GD Small Farmer Vulnerability Reduction,Eli Weiss,Latin America And Caribbean,Grenada,Agriculture and Food,,1,Closed,,2011,2015
P107668,"TAMIL NADU EMPOWERMENT AND POVERTY REDUCTION ""VAZHNDHU KATTUVOM"" PROJECT ADDITIONAL FINANCING",IN: TN Emp (Add Fin)-AF,Kevin John Crockford,South Asia,India,Agriculture and Food,,154,Closed,,2011,
P107798,Kenya Agricultural Carbon Project,KE-Agricultural Carbon (FY09),Abel Lufafa,Africa,Kenya,Agriculture and Food,,1,Closed,,2011,2018
P119594,Consultative Group on International Agricultural Research (CGIAR) -- 2,CGIAR 2,Fionna Douglas,Other,World,Agriculture and Food,,null,Active,,2011,
P121908,CAADP MDTF: African Union Commission  Child Trust Fund,3A: CAADP MDTF: AUC  Child Trust Fundc,"Timothy D Robertson, Bremala Malli",Africa,Africa,Agriculture and Food,,4,Closed,,2011,2016
P116319,Parametric Insurance Study for Samoa,Parametric Insurance Study,Marc Peter Sadler,East Asia And Pacific,Samoa,Agriculture and Food,,null,Closed,,2011,
P123495,Improving Livestock Production and Marketing Project - A Pilot,SD:Improving Livestock Production& Marke,Husam Abudagga,Africa,Sudan,Agriculture and Food,,2.51,Closed,,2011,
P121472,Avian and Human Influenza Facility,Avian and Human Influenza Facility,Omar Hayat,Other,World,Agriculture and Food,,null,Closed,,2011,
P122241,"TA to Enhance Financial Access through Technology in Andhra Pradesh, India",IN: TA to Enhance Financial Access,Parmesh Shah,South Asia,India,Agriculture and Food,,1.9,Closed,,2011,2014
P111509,Avian Influenza Preparedness,MA-Avian Influenza Preparedness,Mohamed Medouar,Middle East And North Africa,Morocco,Agriculture and Food,,0.89,Closed,,2011,2012
P117148,West Africa Agricultural Productivity Program APL (WAAPP-1B),West Africa Agric Prod Progrm (WAAPP-1B),Abdoulaye Toure,Africa,Western Africa,Agriculture and Food,,90,Closed,,2011,2017
P113032,ET: Agricultural Growth Program,ET: Agricultural Growth Program,Andrew D. Goodland,Africa,Ethiopia,Agriculture and Food,,150,Closed,,2011,2017
P107919,Methodological guidance for new RICs,Methodological guidance for new RICs,Naotaka Sawada,Africa,Africa,Agriculture and Food,,null,Closed,,2011,
P106075,PROFISH Partnership Management,PROFISH Partnership Management-BB,James L. Anderson,Other,World,Agriculture and Food,,null,Closed,,2011,
P106071,PROFISH global and regional goods,PROFISH global and regional public goods,James L. Anderson,Other,World,Agriculture and Food,,null,Closed,,2011,
P088600,Kenya Agricultural Productivity and Sustainable Land management Project (KAPSLMP),KE-GEF Ag prd & Sust. Land Mgmt(KAPSLMP),"Joseph Oryokot, Ladisy Komba Chengula",Africa,Kenya,Agriculture and Food,,10,Closed,,2011,2017
P120836,Maharashtra Agricultural Competitiveness Project,IN: Maharashtra Agric. Competitiveness,Manivannan Pathy,South Asia,India,Agriculture and Food,,100,Closed,,2011,2019
P115722,,CN - Land Transfer and Registration,Ulrich K. H. M. Schmitt,East Asia And Pacific,China,Agriculture and Food,,null,Closed,,2011,
P121915,CAADP MDTF: Conference of Ministers of Agriculture of West and Central Africa (CMA/WCA) Child Trust Fund,3A:CAADP MDTF: CMA/WCA Child Trust Fund,David J. Nielson,Africa,Africa,Agriculture and Food,,1.1,Closed,,2011,2012
P121913,CAADP MDTF: Economic Community of Central African States (ECCAS) Child Trust Fund,3A: CAADP MDTF: ECCAS Child Trust Fund,Christian Berger,Africa,Africa,Agriculture and Food,,3.9,Closed,,2011,2016
P115663,Land acquisition,Rising Global Interest in Farm Land,Klaus W. Deininger,Other,World,Agriculture and Food,,null,Closed,,2011,
P118540,Santa Catarina Rural Competitiveness,BR Santa Catarina Rural Competitiveness,Diego Arias Carballo,Latin America And Caribbean,Brazil,Agriculture and Food,,90,Closed,,2011,2017
P121899,CAADP MDTF: Common Market for Eastern and Southern Africa (COMESA) Child Trust Fund,3A: CAADP MDTF: COMESA Child Trust Fund,Melissa Brown,Africa,Africa,Agriculture and Food,,4.5,Closed,,2011,2016
P122601,Tsumani Livelihoods Recovery Project - Somalia,SO:Tsunami Livelihoods Recovery Proj,Abderrahim Fraiji,Africa,Somalia,Agriculture and Food,,1.64,Closed,,2011,2014
P107884,Agriculture Supply Chain Technical Assistance,MY-Agriculture Supply Chain TA,Patrick Labaste,East Asia And Pacific,Malaysia,Agriculture and Food,,null,Closed,,2011,
P118800,Innovation capacity-building,Innovation capacity-building,Riikka Rajalahti,Africa,Africa,Agriculture and Food,,null,Closed,,2011,
P114933,,Ag Competitiveness,Johannes Georges Pius Jansen,South Asia,Pakistan,Agriculture and Food,,null,Closed,,2011,
P112987,Use of New Technologies II,Use of New Technologies II,Renate Kloppinger Todd,Other,World,Agriculture and Food,,null,Closed,,2011,
P124947,,5th Global Ret: Animal & Pandemic Infl.,James Wilson Smith,Other,World,Agriculture and Food,,null,Closed,,2011,
P121475,India: Economic Empowerment Project for Women (SEWA),IN: Economic Empowerment for Women,Vinayak Narayan Ghatate,South Asia,India,Agriculture and Food,,1.82,Closed,,2011,2015
P118740,Focus Briefs for Rural Finance,Focus Briefs for Rural Finance,Renate Kloppinger Todd,Other,World,Agriculture and Food,,null,Closed,,2011,
P109737,"Nigeria Scaling Up Sustainable Land Management Practice, Knowledge, and Coordination",NG-Fadama III GEF-Sust. Land Mgmt. (SIP),Abimbola Adubi,Africa,Nigeria,Agriculture and Food,,6.8,Closed,,2011,2014
P114011,Kenya - Technical Assistance for Land Reform Support Program,Kenya TA for Land Reform Support Program,Frank Fulgence K. Byamugisha,Africa,Kenya,Agriculture and Food,,null,Closed,,2011,
P117337,Natural Resources Land Use Change & Environment,PE Nat Res Land Use Change & Env,Gerardo Segura Warnholtz,Latin America And Caribbean,Peru,Agriculture and Food,,null,Closed,,2011,
P121956,Rescaling the Global Contribution of Capture Fisheries,Hidden Harvests. The global contribution,Randall Brummett,Other,World,Agriculture and Food,,null,Closed,,2010,
P118097,ARD Support to COP15,ARD Support to COP15,Erick C.M. Fernandes,Other,World,Agriculture and Food,,null,Closed,,2010,
P121374,Good practices for biosecurity in the pig sector,Biosecurity in the pig sector,James Wilson Smith,Other,World,Agriculture and Food,,null,Closed,,2010,
P114300,"NG-Nigeria Agricultural Strategy and Restructuring of the Nigerian Agricultural, Cooperative and Rural Development Bank",NG-Agric Strategy & NACRDB Restructuring,Abimbola Adubi,Africa,Nigeria,Agriculture and Food,,null,Closed,,2010,
P111720,Rising food prices in South Asia,Rising food prices in South Asia,Johannes Georges Pius Jansen,South Asia,South Asia,Agriculture and Food,,null,Closed,,2010,
P111113,Agricultural Policy Update 2010,FY10-AG POLICY UPDATE,Peter Goodman,Europe And Central Asia,Kyrgyz Republic,Agriculture and Food,,null,Closed,,2010,
P119777,Revitalizing Agricultural Research and Technology,Revitalizing Agri. Research & Technology,Animesh Shrivastava,South Asia,Nepal,Agriculture and Food,,null,Closed,,2010,
P116711,ARD Discussion Paper on Agricultural Extension,Discussion Paper on Agric Extension,Riikka Rajalahti,Other,World,Agriculture and Food,,null,Closed,,2010,
P112046,,UY Family Farm Development,Holger A. Kray,Latin America And Caribbean,Uruguay,Agriculture and Food,,null,Closed,,2010,
P103132,Morocco adaptation to climate change in Agriculture,MA-Adaptation to Climate Change in Agr,Andrea Liverani,Middle East And North Africa,Morocco,Agriculture and Food,,null,Closed,,2010,
P073886,"Empowerment and Livelihood Improvement ""Nuton Jibon"" Project",BD: Social Investment Program Project II,"Seenithamby Manoharan, Pushina Kunda Ng'andwe",South Asia,Bangladesh,Agriculture and Food,,115,Closed,,2010,2016
P109224,Agricultural Technology and Agrribusiness Advisory Services,UG-ATAAS,Joseph Oryokot,Africa,Uganda,Agriculture and Food,,120,Closed,,2010,2018
P108886,Uganda Sustainable Land Management Country Program,UG-SLM Country Program GEF (SIP),Joseph Oryokot,Africa,Uganda,Agriculture and Food,,7.2,Closed,,2010,2018
P121270,Beyond HPAI: Using GPAI experiences to build more responsive health systems,Beyond HPAI: Using GPAI experiences,James Wilson Smith,Other,World,Agriculture and Food,,null,Closed,,2010,
P116000,Programmatic Food Safety TA,Programmatic Food Safety TA,Brian G. Bedard,Europe And Central Asia,Turkey,Agriculture and Food,,null,Closed,,2010,
P112568,TUN GEF Second Natural Resources Management,TN:GEF Second Natural Resources Mgt,Anatol Gobjila,Middle East And North Africa,Tunisia,Agriculture and Food,,9.73,Closed,,2010,2018
P086660,Tunisia Second Natural Resources Management Project,TN-Second Natural Resources Management,"Anatol Gobjila, Olivier Durand",Middle East And North Africa,Tunisia,Agriculture and Food,,36.1,Closed,,2010,2018
P118510,Dialogue on Cocoa Sector,CI:  Dialogue on Cocoa Sector,Stephen D. Mink,Africa,Cote d'Ivoire,Agriculture and Food,,null,Closed,,2010,
P115286,Gender Integration in Mali Ag Project,Gender Integration in Mali Ag Project,Eija Pehu,Africa,Mali,Agriculture and Food,,null,Closed,,2010,
P101844,Sustainable Development in Poor Rural Communities (GEF),CN-GEF-Sust Dev in Poor Rural Areas,Wendao Cao,East Asia And Pacific,China,Agriculture and Food,,4.27,Closed,,2010,2016
P099751,Sustainable Development in Poor Rural Areas,CN-Sustainable Dev. in Poor Rural Areas,Wendao Cao,East Asia And Pacific,China,Agriculture and Food,,100,Closed,,2010,2016
P091979,Kenya: Adaptation to Climate Change in Arid and Semi-Arid Lands (KACCAL),E- Adaptation Climate Change (KACCAL),"Joseph Oryokot, Ladisy Komba Chengula",Africa,Kenya,Agriculture and Food,,5.5,Closed,,2010,2017
P122003,Lessons on agricultural innovation funds,Lessons on agricultural innovation funds,Riikka Rajalahti,Other,World,Agriculture and Food,,null,Closed,,2010,
P121859,Food Security: The Need for Collective Action,Food Security: G20 Issues Paper,Christopher L. Delgado,Other,World,Agriculture and Food,,null,Closed,,2010,
P110147,Ghana Second Agriculture Development Policy Operation,GH Second Agriculture DPO,Christopher Paul Jackson,Africa,Ghana,Agriculture and Food,,25,Closed,,2010,2011
P099709,Mali Sustainable Land Management,Mali-Agricultural Productivity GEF (SIP),Bleoue Nicaise Ehoue,Africa,Mali,Agriculture and Food,,6.2,Closed,,2010,2020
P095091,Mali-Fostering Agricultural Productivity,Mali-Agricultural Productivity GEF (SIP),Amadou Ba,Africa,Mali,Agriculture and Food,,70,Closed,,2010,2020
P120930,Second Additional Financing for Agriculture Sector Development Project,TZ:Second Additional Financing for ASDP,Zainab Z. Semgalawe,Africa,Tanzania,Agriculture and Food,,35,Closed,,2010,
P113997,Lao PDR Land Dev Capacity Building,Lao PDR Land Dev Capacity Building,Keith Clifford Bell,East Asia And Pacific,Lao People's Democratic Republic,Agriculture and Food,,null,Closed,,2010,
P118139,Rural Community Driven Development - Additional Financing II,HT (AF) Rural CDD (PRODEP),Diego Arias Carballo,Latin America And Caribbean,Haiti,Agriculture and Food,,15,Closed,,2010,
P103922,Agro-biodiversity and Adaptation,RY:GEF Agrobiodiversity and Adaptation,Garry Charlier,Middle East And North Africa,"Yemen, Republic of",Agriculture and Food,,4,Closed,,2010,2015
P100455,Henan  Ecological Livestock Project,CN-Henan Ecological Livestock Project,Paavo Eliste,East Asia And Pacific,China,Agriculture and Food,,80,Closed,,2010,2016
P120538,Additional Financing for the Nepal Social Safety Nets Project,NP: Social Safety Nets Project Add Fin,Jasmine Rajbhandary,South Asia,Nepal,Agriculture and Food,,47.77,Closed,,2010,
P108443,Sao Paulo Sustainable Rural Development and Access to Markets,BR SP Sust Rural Dev & Access to Markets,Maurizio Guadagni,Latin America And Caribbean,Brazil,Agriculture and Food,,78,Closed,,2010,2019
P115200,,Africa Regional Study on Biofuels,Stephen D. Mink,Africa,Africa,Agriculture and Food,,null,Closed,,2010,
P101716,Jilin Agricultural Product Safety and Quality,CN-Jilin Food Safety,Carolina V. Figueroa-Geron,East Asia And Pacific,China,Agriculture and Food,,100,Closed,,2010,2017
P120052,Emergency Support to Enhance Food Security (ESEFS),BJ:Emergency Support to Enhance FoodSec.,Erick Herman Abiassi,Africa,Benin,Agriculture and Food,,9.61,Closed,,2010,2012
P114375,Additional Financing to the Second Agricultural Technology Project (GFRP),NI (AF) GFRP 2nd Agric. Technology,Wilhelmus Gerardus Janssen,Latin America And Caribbean,Nicaragua,Agriculture and Food,,10,Closed,,2010,
P119167,Responsible Agro-inv. Knowledge Platform,Responsible Agro-inv. Knowledge Platform,Marc Peter Sadler,Other,World,Agriculture and Food,,null,Closed,,2010,
P110959,PNG Productive Partnerships in Agriculture,PNG Productive Partnerships in Agr.,Allan Tobalbal Oliver,East Asia And Pacific,Papua New Guinea,Agriculture and Food,,25,Active,,2010,2020
P107343,BI - Agro-Pastoral Productivity and Markets Development Project,Bi-Ag. Past. Product. & Market Devel.,Amadou Alassane,Africa,Burundi,Agriculture and Food,,43,Closed,,2010,2020
P120909,Lao PDR Upland Food Security Improvement Project,LA-Upland Food Security Improvement Proj,Paavo Eliste,East Asia And Pacific,Lao People's Democratic Republic,Agriculture and Food,,10,Closed,,2010,2015
P091659,Argentina Grasslands Project (Mercosur),AR Grasslands MSP,Marcelo Hector Acerbi,Latin America And Caribbean,Argentina,Agriculture and Food,,0.9,Closed,,2010,2014
P101265,Morroco - Agricultural Sector Review,MA-Agricultural Sector Review Update,Nabil M. Chaherli,Middle East And North Africa,Morocco,Agriculture and Food,,null,Closed,,2010,
P113493,Second Northern Mountains Poverty Reduction Project,VN-2nd Northern Mountains Poverty Redctn,"Lan Thi Thu Nguyen, Son Thanh Vo",East Asia And Pacific,Vietnam,Agriculture and Food,,150,Closed,,2010,2018
